identifier,Chosen_C14,Chosen_OtherRadio,Chosen_Calendar,Chosen_Period,AgeFrom,AgeTo
Hertogenbosch|COUN001580|F77,,,1,,675,650
Taunton: Priory Barn|COUN000331|s40:3,,,,1,1550,400
Taunton: Priory Barn|COUN000331|s40:4,1,,,,1262,799
Taunton: Priory Barn|COUN000331|S59X,,,,1,1550,400
Tel Arad|COUN001097|BugsPresence,,,1,,2949,2849
Tel Hadad|COUN001530|BugsPresence,,,1,,2999,2949
Temisas: Risco Pintado|COUN001675|S1,1,,,,621,505
Temisas: Risco Pintado|COUN001675|S10,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S11,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S12,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S13,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S14,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S15,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S16,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S17,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S18,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S19,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S1P1b,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S1P2,1,,,,654,548
Temisas: Risco Pintado|COUN001675|S20A1,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S20A2,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S2P1b,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S2P2,1,,,,1062,695
Temisas: Risco Pintado|COUN001675|S3A,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S3B,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S3C,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S3P1b,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S3P3,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S4,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S4P1b,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S4P2,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S5,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S5AP1b,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S5BP1b,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S5CP1b,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S5DP1b,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S6,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S7,,,,1,1550,400
Temisas: Risco Pintado|COUN001675|S8,1,,,,637,518
Temisas: Risco Pintado|COUN001675|S9,,,,1,1550,400
Thame|COUN000332|S1,,,1,,525,525
Thayngen-Weier|COUN000333|g,,,1,,4849,4749
Thayngen-Weier|COUN000333|I,,,1,,4849,4749
Thayngen-Weier|COUN000333|k,,,1,,4849,4749
Thayngen-Weier|COUN000333|l,,,1,,4849,4749
Thayngen-Weier|COUN000333|m,,,1,,4849,4749
Thayngen-Weier|COUN000333|n,,,1,,4849,4749
Thayngen-Weier|COUN001520|Field,,,1,,4849,4749
Thebes (Karnak): Mummy of Namenkhet Amun|COUN001134|BugsPresence,1,,,,2452,2351
Thebes (Karnak): New Kingdom tomb|COUN001055|BugsPresence,,,,1,3299,3279
Thebes: Kurna Mummy|COUN001254|BugsPresence,,,1,,3272,3242
Thebes: Mummy of Asru|COUN000882|BugsPresence,,,1,,2649,2649
Thebes: possibly necropolis|COUN001554|BugsPresence,,,1,,3500,3000
Thebes: Ramses II|COUN001423|Mummy,,,,1,3299,3279
"Thebes: Valley of the Kings, Tutankhamun|COUN000428|W115",,,1,,3276,3276
"Thebes: Valley of the Kings, Tutankhamun|COUN000428|V16",,,1,,3276,3276
"Thebes: Valley of the Kings, Tutankhamun|COUN000428|V58",,,1,,3276,3276
"Thebes: Valley of the Kings, Tutankhamun|COUN000428|V60",,,1,,3276,3276
"Thebes: Valley of the Kings, Tutankhamun|COUN000428|V61",,,1,,3276,3276
Thorney: Towers Fen|COUN001075|P1741,,,,1,4449,2549
Thorney: Towers Fen|COUN001075|P1907,,,,1,4449,2549
Thurnham|COUN001567|C11516,1,,,,1692,1408
Thurnham|COUN001567|C11982,1,,,,1692,1408
Thurnham|COUN001567|C11985,1,,,,1692,1408
Thurnham|COUN001567|C12227,1,,,,1692,1408
Tiddington|COUN001384|BugsPresence,,,,1,1907,1540
Tisbury|COUN000338|S1,,,1,,550,450
Toftanes|COUN000520|S1345,,,,1,1550,400
Toftanes|COUN000520|S1376,,,,1,1550,400
Toftanes|COUN000520|S1563,,,,1,1550,400
Toftanes|COUN000520|S1581,,,,1,1550,400
Toftanes|COUN000520|S1621,,,,1,1550,400
Toftanes|COUN000520|S1622,,,,1,1550,400
Toftanes|COUN000761|S1016,,,,,,
Toftanes|COUN000761|S1399,,,,,,
Toftanes|COUN000761|S1400,,,,,,
Toftanes|COUN000761|S1471,,,,,,
Toftanes|COUN000761|S1475,,,,,,
Toftanes|COUN000761|S1551,,,,,,
Toftanes|COUN000761|S1582,,,,,,
Toftanes|COUN000761|S1597,,,,,,
Toftanes|COUN000761|S1622,,,,,,
Toftanes|COUN000761|S1623,,,,,,
Toftanes|COUN000761|S1641,,,,,,
Toftanes|COUN000761|S1681,,,,,,
Toftanes|COUN000761|S1682,,,,,,
Toftanes|COUN000761|S1923,,,,,,
Toftanes|COUN000761|S1962,,,,,,
Toftanes|COUN000761|S1963,,,,,,
Toftanes|COUN000761|S1964,,,,,,
Toftanes|COUN000761|S1995,,,,,,
Toftanes|COUN000761|S2052,,,,,,
Toftanes|COUN000761|S2093,,,,,,
Toftanes|COUN000761|S2219,,,,,,
Toftanes|COUN000761|S2234,,,,,,
Toftanes|COUN000761|S2265,,,,,,
Toftanes|COUN000761|S2422,,,,,,
Toftanes|COUN000761|S2653,,,,,,
Toftanes|COUN000761|S2654,,,,,,
Toftanes|COUN000761|S2665,,,,,,
Toftanes|COUN000761|S2734,,,,,,
Toftanes|COUN000761|S2925,,,,,,
Toftanes|COUN000761|S570,,,,,,
Toftanes|COUN000761|S645,,,,,,
Toftanes|COUN001088|S1016,,,,,,
Toftanes|COUN001088|S1399,,,,,,
Toftanes|COUN001088|S1400,,,,,,
Toftanes|COUN001088|S1471,,,,,,
Toftanes|COUN001088|S1475,,,,,,
Toftanes|COUN001088|S1551,,,,,,
Toftanes|COUN001088|S1582,,,,,,
Toftanes|COUN001088|S1597,,,,,,
Toftanes|COUN001088|S1622,,,,,,
Toftanes|COUN001088|S1623,,,,,,
Toftanes|COUN001088|S1641,,,,,,
Toftanes|COUN001088|S1681,,,,,,
Toftanes|COUN001088|S1682,,,,,,
Toftanes|COUN001088|S1923,,,,,,
Toftanes|COUN001088|S1962,,,,,,
Toftanes|COUN001088|S1963,,,,,,
Toftanes|COUN001088|S1964,,,,,,
Toftanes|COUN001088|S1995,,,,,,
Toftanes|COUN001088|S2052,,,,,,
Toftanes|COUN001088|S2093,,,,,,
Toftanes|COUN001088|S2219,,,,,,
Toftanes|COUN001088|S2234,,,,,,
Toftanes|COUN001088|S2265,,,,,,
Toftanes|COUN001088|S2422,,,,,,
Toftanes|COUN001088|S2653,,,,,,
Toftanes|COUN001088|S2654,,,,,,
Toftanes|COUN001088|S2665,,,,,,
Toftanes|COUN001088|S2734,,,,,,
Toftanes|COUN001088|S2925,,,,,,
Toftanes|COUN001088|S570,,,,,,
Toftanes|COUN001088|S594,,,,,,
Toftanes|COUN001088|S595,,,,,,
Toftanes|COUN001088|S645,,,,,,
Toroku|COUN001184|BugsPresence,,,1,,4000,3550
Touffréville|COUN000518|Basin_US022,,,1,,1875,1750
Touffréville|COUN000518|Basin_US025,,,1,,1875,1750
Touffréville|COUN000518|D4_ditch,,,,1,2599,1900
Touffréville|COUN000518|Pit_03,,,1,,1800,1725
Touffréville|COUN000518|Well_US86,,,1,,1875,1750
Touffréville|COUN000518|Well_US87,,,1,,1875,1750
Touffréville|COUN000518|Well_US88,,,1,,1875,1750
Towcester|COUN000343|S1,,,1,,1620,1585
Tscheltschnigkogel bei Warmbad Villach|COUN001195|BugsPresence,,,1,,1550,1350
Tumgmeralik (V35)|COUN000722|Total,,,,,,
Tumgmeralik (V35)|COUN000722|TP1,,,1,,950,600
Tumgmeralik (V35)|COUN000722|TP2,,,1,,950,600
Tumgmeralik (V35)|COUN000722|TP3,,,1,,950,600
Tuna el-Gebel|COUN001341|Mummies,,,,1,2272,1999
Tuquoy|COUN000723|S801,,,,1,1150,850
Tuquoy|COUN000723|S803,1,,,,1173,677
Tuquoy|COUN000723|S804,1,,,,922,767
Tuquoy|COUN000723|S805,,,,1,1150,850
Tuquoy|COUN000723|S806,1,,,,1366,1183
Tuquoy|COUN000723|S808,,,,1,1150,850
Tuquoy|COUN000723|S810,1,,,,1516,786
Tuquoy|COUN000723|S813,1,,,,960,798
Tuquoy|COUN000723|S814,,,,1,1150,850
Tuquoy|COUN000723|S815,,,,1,1150,850
Tuquoy|COUN000723|S816,,,,1,1150,850
Tuquoy|COUN000723|S817,1,,,,1388,929
Tuquoy|COUN000723|S818,,,,1,1150,850
Tutbury Castle|COUN001469|S6504,,,,1,1550,400
Tutbury Castle|COUN001469|S6506,,,,1,1550,400
Tutbury Castle|COUN001469|S6509,,,,1,1550,400
Tutbury Castle|COUN001469|S6510,,,,1,1550,400
Uitgeest|COUN000993|BugsPresence,,,,1,2005,1500
Unlocated 1|COUN000763|BugsPresence,,,1,,3299,3299
Unlocated Mummy|COUN000764|BugsPresence,,,1,,1650,1551
Unlocated|COUN000581|S1,,,,1,3299,3279
Uppsala: Bryggaren 1|COUN000347|s11,,,,1,1550,400
Uppsala: Bryggaren 1|COUN000347|s27,,,,1,1550,400
Uppsala: Bryggaren 1|COUN000347|s30,,,,1,1550,400
Uppsala: Bryggaren 1|COUN000347|s31,,,,1,1550,400
Uppsala: Bryggaren 1|COUN000347|s32,,,,1,1550,400
Uppsala: Bryggaren 1|COUN000347|s9,,,,1,1550,400
Uppsala: Bryggaren 2|COUN000348|S11(2),,,,1,1550,400
Uppsala: Bryggaren 2|COUN000348|S113(1),,,,1,1550,400
Uppsala: Bryggaren 2|COUN000348|S117(2),,,,1,1550,400
Uppsala: Bryggaren 2|COUN000348|S125(3),,,,1,1550,400
Uppsala: Bryggaren 2|COUN000348|S176(7),,,,1,1550,400
Uppsala: Bryggaren 2|COUN000348|S177(7),,,,1,1550,400
Uppsala: Bryggaren 2|COUN000348|S26(2),,,,1,1550,400
Uppsala: Bryggaren 2|COUN000348|S43(2),,,,1,1550,400
Uppsala: Bryggaren 2|COUN000348|S9(2),,,,1,1550,400
Upton St. Leonards|COUN000349|S1,,,1,,750,650
Wadi al-Far'a|COUN001540|BugsPresence,,,1,,1450,1151
Wadi Gawasis/Mersa|COUN001133|BugsPresence,,,1,,3800,3800
Wadi Halfa|COUN000731|BugsPresence,,,1,,1600,1400
Vado Ligure|COUN001381|BugsPresence,,,1,,1900,1850
Wakefield: Westgate|COUN001373|Cess_pit,,,1,,500,0
Valeggio sul Mincio|COUN001559|BugsPresence,,,1,,3449,3249
"Vallby, Tillberga|COUN000352|b",,,1,,1750,1450
"Vallby, Tillberga|COUN000352|p",,,1,,1750,1450
Walton Cardiff|COUN001565|C7144,,,1,,1775,1625
Waterford|COUN001523|BugsPresence,,,,1,1150,850
Watermead Country Park|COUN001593|BugsPresence,,,,1,,
Watermead Country Park|COUN001593|C2/S21,,,1,,,
Watermead Country Park|COUN001593|C2/S23,,,,1,,
Watermead Country Park|COUN001593|C2/S24,,,,1,,
Watermead Country Park|COUN001593|C2/S25,,,,1,,
Watermead Country Park|COUN001593|C2/S26,,,1,,,
Watermead Country Park|COUN001593|C4/S68,,,,1,,
Watermead Country Park|COUN001593|C4/S69,,,,1,,
Watermead Country Park|COUN001593|C4/S70,,,,1,,
Watermead Country Park|COUN001593|C4/S71,,,,1,,
Watermead Country Park|COUN001593|C4/S72,,,,1,,
Watermead Country Park|COUN001593|C4/S73,,,,1,,
Watermead Country Park|COUN001593|Ditch/S101,,,,1,,
Watermead Country Park|COUN001593|Ditch/S102,,,,1,,
Watermead Country Park|COUN001593|Hearth/S103,,,,1,,
Watermead Country Park|COUN001593|Hearth/S104,,,,1,,
Watermead Country Park|COUN001593|Timbers/S46,,,,1,,
Watermead Country Park|COUN001593|Trough/S56,,,,1,,
Waterton|COUN000889|BugsPresence,,,,1,1550,0
Vatnsfjörður|COUN001115|A,,,1,,75,0
Vatnsfjörður|COUN001115|B,,,1,,75,0
Vatnsfjörður|COUN001115|C,,,1,,75,0
Vatnsfjörður|COUN001115|D,,,1,,75,0
Vatnsfjörður|COUN001115|E,,,1,,75,0
Wesel: Bislich|COUN001144|BugsPresence,,,1,,1450,1051
West Lilling|COUN000897|C6150,,,,1,1907,1540
West Lilling|COUN000897|C6289,,,,1,1907,1540
Westminster: Thorney St|COUN001217|BugsPresence,,,,1,5000,0
Westward Ho|COUN000848|EG,,,,,,
Westward Ho|COUN000848|S108A,,,,,,
Westward Ho|COUN000848|S108B,,,,,,
Westward Ho|COUN000848|S108C,,,,,,
Westward Ho|COUN000848|S108D,,,,,,
Westward Ho|COUN000848|S108E,,,,,,
Westward Ho|COUN000848|S108F,,,,,,
Westward Ho|COUN000848|S22-0cm,,,,,,
Westward Ho|COUN000848|S30-22cm,,,,,,
Westward Ho|COUN000848|S50-40cm,,,,,,
Westward Ho|COUN000848|S60-50cm,,,,,,
Wharram Percy|COUN001498|BugsPresence,,,,1,1550,400
Whitby: Baxtergate 63-64|COUN001241|BugsPresence,,,1,,750,451
Whitby: Whitehall Shipyard|COUN001220|C2018,,,1,,150,125
Whitby: Whitehall Shipyard|COUN001220|C5006,,,1,,175,151
Whittlesey: Must Farm|COUN001271|BugsPresence,,,1,,3069,2349
Whittlesey: Must Farm|COUN001271|C356,,,1,,3069,2349
Whittlesey: Must Farm|COUN001271|C357,,,1,,3069,2349
Whittlesey: Must Farm|COUN001271|C358,,,1,,3069,2349
Whittlesey: Must Farm|COUN001271|C367,,,1,,3069,2349
Whittlesey: Must Farm|COUN001271|C370,,,1,,3069,2349
Whittlesey: Must Farm|COUN001271|C378,,,1,,3069,2349
Whittlesey: Must Farm|COUN001271|C380,,,1,,3069,2349
Whittlesey: Must Farm|COUN001271|C382,,,1,,3069,2349
Whittlesey: Must Farm|COUN001271|C457,,,1,,3069,2349
Whitton|COUN000359|Layer 8,,,1,,1650,1600
Whitton|COUN000359|Layer 9,,,1,,1650,1600
Viborg Sonderso|COUN000913|S143,,,,1,1550,400
Viborg Sonderso|COUN000913|S165/1,,,,1,1550,400
Viborg Sonderso|COUN000913|S165/2,,,,1,1550,400
Viborg Sonderso|COUN000913|S185/1,,,,1,1550,400
Viborg Sonderso|COUN000913|S185/2,,,,1,1550,400
Viborg Sonderso|COUN000913|S188,,,,1,1550,400
Viborg Sonderso|COUN000913|S191,,,,1,1550,400
Viborg Sonderso|COUN000913|S194,,,,1,1550,400
Viborg Sonderso|COUN000913|S194/2,,,,1,1550,400
Viborg Sonderso|COUN000913|S218,,,,1,1550,400
Viborg Sonderso|COUN000913|S218/1,,,,1,1550,400
Viborg Sonderso|COUN000913|S218/2,,,,1,1550,400
Viborg Sonderso|COUN000913|S218/3,,,,1,1550,400
Viborg Sonderso|COUN000913|S218/4,,,,1,1550,400
Viborg Sonderso|COUN000913|S253,,,,1,1550,400
Viborg Sonderso|COUN000913|S253/2,,,,1,1550,400
Viborg Sonderso|COUN000913|S257/1,,,,1,1550,400
Viborg Sonderso|COUN000913|S257/2,,,,1,1550,400
Viborg Sonderso|COUN000913|S257/3,,,,1,1550,400
Viborg Sonderso|COUN000913|S270,,,,1,1550,400
Viborg Sonderso|COUN000913|S274/1,,,,1,1550,400
Viborg Sonderso|COUN000913|S274/2,,,,1,1550,400
Viborg Sonderso|COUN000913|S295,,,,1,1550,400
Viborg Sonderso|COUN000913|S301,,,,1,1550,400
Viborg Sonderso|COUN000913|S301/2,,,,1,1550,400
Viborg Sonderso|COUN000913|S303,,,,1,1550,400
Viborg Sonderso|COUN000913|S304/1,,,,1,1550,400
Viborg Sonderso|COUN000913|S304/2,,,,1,1550,400
Viborg Sonderso|COUN000913|S304/3,,,,1,1550,400
Viborg Sonderso|COUN000913|S305,,,,1,1550,400
Viborg Sonderso|COUN000913|S306,,,,1,1550,400
Viborg Sonderso|COUN000913|S307,,,,1,1550,400
Viborg Sonderso|COUN000913|S309,,,,1,1550,400
Viborg Sonderso|COUN000913|S338,,,,1,1550,400
Viborg Sonderso|COUN000913|S342,,,,1,1550,400
Viborg Sonderso|COUN000913|S342/2,,,,1,1550,400
Viborg Sonderso|COUN000913|S349/1,,,,1,1550,400
Viborg Sonderso|COUN000913|S349/2,,,,1,1550,400
Viborg Sonderso|COUN000913|S349/3,,,,1,1550,400
Viborg Sonderso|COUN000913|S365,,,,1,1550,400
Viborg Sonderso|COUN000913|S365/2,,,,1,1550,400
Viborg Sonderso|COUN000913|S392,,,,1,1550,400
Viborg Sonderso|COUN000913|S395,,,,1,1550,400
Viborg Sonderso|COUN000913|S400,,,,1,1550,400
Viborg Sonderso|COUN000913|S406,,,,1,1550,400
Viborg Sonderso|COUN000913|S406/2,,,,1,1550,400
Viborg Sonderso|COUN000913|S425,,,,1,1550,400
Viborg Sonderso|COUN000913|S426,,,,1,1550,400
Viborg Sonderso|COUN000913|S453,,,,1,1550,400
Viborg Sonderso|COUN000913|S480,,,,1,1550,400
Viborg Sonderso|COUN000913|S480/2,,,,1,1550,400
Viborg Sonderso|COUN000913|S497,,,,1,1550,400
Viborg Sonderso|COUN000913|S515/1,,,,1,1550,400
Viborg Sonderso|COUN000913|S515/2,,,,1,1550,400
Viborg Sonderso|COUN000913|S515/3,,,,1,1550,400
Viborg Sonderso|COUN000913|S521,,,,1,1550,400
Viborg Sonderso|COUN000913|S532,,,,1,1550,400
Viborg Sonderso|COUN000913|S532/2,,,,1,1550,400
Wickford|COUN001385|BugsPresence,,,,1,1907,1540
Wilberfoss: Carberry Hall Farm|COUN000884|BugsPresence,,,1,,2059,1880
Wild Goose Cottage|COUN001431|WGC0012,,,,1,1907,1540
Villeneuve-Saint-Germain|COUN001585|st10c10,,,,1,2599,1900
Villeneuve-Saint-Germain|COUN001585|st10c9,,,,1,2599,1900
Villeneuve-Saint-Germain|COUN001585|st19c5-6,,,,1,2599,1900
Willington|COUN001468|S256,,,,1,6449,3649
Willington|COUN001468|S257,,,,1,6449,3649
Willington|COUN001468|S258,,,,1,6449,3649
Willington|COUN001468|S259,,,,1,6449,3649
Willington|COUN001468|S265,,,,1,6449,3649
Willington|COUN001468|S270,,,,1,6449,3649
Willington|COUN001468|S283,,,,1,6449,3649
Willington|COUN001468|S286,,,,1,6449,3649
Willington|COUN001468|S295,,,,1,6449,3649
Wilsford|COUN000420|F2,1,,,,3825,3222
Winchester: The Brooks (medieval)|COUN000780|10036,,,1,,975,850
Winchester: The Brooks (medieval)|COUN000780|C10971,,,,,,
Winchester: The Brooks (medieval)|COUN000780|C11082,,,,,,
Winchester: The Brooks (medieval)|COUN000780|C11202,,,,,,
Winchester: The Brooks (medieval)|COUN000780|C11393,,,,,,
Winchester: The Brooks (medieval)|COUN000780|C11399,,,,,,
Winchester: The Brooks (medieval)|COUN000780|C11853,,,,,,
Winchester: The Brooks (medieval)|COUN000856|S10036,,,1,,550,351
Winchester: The Brooks (medieval)|COUN000857|S13094,,,1,,1650,1551
Winchester: The Brooks (medieval)|COUN000857|S13119,,,1,,1650,1551
Winchester: The Brooks (medieval)|COUN000858|S11853,,,1,,975,851
Winchester: The Brooks (medieval)|COUN000859|S10971,,,1,,675,551
Winchester: The Brooks (medieval)|COUN000860|S11089,,,1,,650,451
Winchester: The Brooks (medieval)|COUN000861|S11121,,,1,,550,451
Winchester: The Brooks (medieval)|COUN000862|S11193,,,1,,675,400
Winchester: The Brooks (medieval)|COUN000862|S11194,,,1,,1550,551
Winchester: The Brooks (medieval)|COUN001472|C10971,,,1,,600,550
Winchester: The Brooks (medieval)|COUN001472|C11083,,,1,,600,550
Winchester: The Brooks (medieval)|COUN001472|C14963,,,1,,900,750
Winchester: The Brooks (medieval)|COUN001472|C15795,,,1,,1050,850
Winchester: The Brooks (medieval)|COUN001472|C16565,,,1,,1050,1000
Winchester: The Brooks (medieval)|COUN001472|C16667,,,1,,1100,1000
Winchester: The Brooks (medieval)|COUN001472|C80116,,,1,,1050,850
Winchester: The Brooks (Roman)|COUN001471|S885,,,1,,1850,1825
Winchester: The Brooks (Roman)|COUN001471|S897,,,1,,1880,1850
Winchester: The Brooks (Roman)|COUN001471|S898,,,1,,1880,1850
Winchester: The Brooks (Roman)|COUN001471|S899,,,1,,1880,1850
Winchester: The Brooks (Roman)|COUN001471|S900,,,1,,1880,1850
Winchester|COUN000421|F1,,,,,,
Vindolanda (Chesterholm)|COUN000915|BugsPresence,,,,1,1907,1540
Winterton|COUN001496|Fn60,,,,1,1907,1540
Winterton|COUN001496|Fn66,,,,1,1907,1540
Winterton|COUN001496|Well_IV,,,,1,1907,1540
Winterton|COUN001496|Well_V,,,,1,1907,1540
Winterton|COUN001496|Well_VI,,,,1,1907,1540
Winterton|COUN001496|Well_VI_base,,,,1,1907,1540
Vlaardingen|COUN001157|S0810,,,,1,2005,1500
Woerden (Laurium)|COUN000184|s1,,,1,,1775,1725
Woerden (Laurium)|COUN000184|s2,,,1,,1775,1725
Woodmansey|COUN001479|S35311,,,,1,2599,1540
Woodmansey|COUN001479|S35441,,,,,,
Woodmansey|COUN001479|S35485,,,,,,
Worcester: Barrel|COUN000363|Layer 1,,,1,,550,450
Worcester: Sidbury|COUN000364|F41,,,1,,500,300
Wymondham|COUN001145|BugsPresence,,,,1,1550,400
Yarm|COUN000956|BugsPresence,,,1,,750,551
Yarnton: MBA|COUN001382|BugsPresence,1,,,,3676,3084
Yarnton|COUN000705|3005_A_6,,,,1,1540,884
Yarnton|COUN000705|3029_B_9,,,,1,1550,400
Yarnton|COUN000705|3043_A_9,,,,1,1540,884
York: 16-22 Coppergate|COUN000674|F4,1,,,,1297,1002
York: 16-22 Coppergate|COUN000674|S1,1,,,,1297,1002
York: 16-22 Coppergate|COUN000716|BugsPresence,,,,1,1150,850
York: 16-22 Coppergate|COUN000810|BugsPresence,,,,,,
York: 38 Piccadilly|COUN001528|S1020,,,1,,450,251
York: 38 Piccadilly|COUN001528|S1021,,,1,,450,251
York: 38 Piccadilly|COUN001528|S1045,,,1,,650,351
York: 38 Piccadilly|COUN001528|S1055,,,1,,650,351
York: 5-7 Coppergate|COUN000819|BugsPresence,,,,1,1150,850
York: All Saints Pavement|COUN000779|BugsPresence,,,,1,1150,850
York: Bedern 1|COUN000369|BugsPresence,,,1,,1775,1700
York: Bedern 1|COUN000811|BugsPresence,,,,,,
York: Bedern 2|COUN000370|BugsPresence,,,1,,1575,1250
York: Carmelite Street|COUN001152|BugsPresence,,,1,,450,351
York: Church Street|COUN000463|S1,,,1,,1850,1550
York: Church Street|COUN000463|S10,,,1,,1850,1550
York: Church Street|COUN000463|S11,,,1,,1850,1550
York: Church Street|COUN000463|S12,,,1,,1850,1550
York: Church Street|COUN000463|S13,,,1,,1850,1550
York: Church Street|COUN000463|S2,,,1,,1850,1550
York: Church Street|COUN000463|S3a,,,1,,1850,1550
York: Church Street|COUN000463|S3b,,,1,,1850,1550
York: Church Street|COUN000463|S4,,,1,,1850,1550
York: Church Street|COUN000463|S5,,,1,,1850,1550
York: Church Street|COUN000463|S6,,,1,,1850,1550
York: Church Street|COUN000463|S7,,,1,,1850,1550
York: Church Street|COUN000463|S8,,,1,,1850,1550
York: Church Street|COUN000463|S9,,,1,,1850,1550
York: Clarence St Coach Park|COUN001213|C2002,,,1,,550,451
York: Clifford Street|COUN000778|BugsPresence,,,,1,1150,850
York: Coffee Yard|COUN001240|C1028,,,,1,1550,400
York: Coffee Yard|COUN001240|C1080,,,,1,1550,400
York: Coffee Yard|COUN001240|C1082,,,,1,1550,400
York: Coffee Yard|COUN001240|C1115,,,,1,1550,400
York: Coffee Yard|COUN001240|C1126,,,,1,1550,400
York: Coffee Yard|COUN001240|C1178,,,,1,1550,400
York: Coffee Yard|COUN001240|C1206,,,,1,1550,400
York: Coffee Yard|COUN001240|C1209,,,,1,1550,400
York: Coffee Yard|COUN001240|C1251,,,,1,1550,400
York: Coffee Yard|COUN001240|C1266,,,,1,1550,400
York: Coffee Yard|COUN001240|C1267,,,,1,1550,400
York: Coffee Yard|COUN001240|C1269,,,,1,1550,400
York: Coffee Yard|COUN001240|C1289,,,,1,1550,400
York: Coffee Yard|COUN001240|C1315,,,,1,1550,400
York: Coffee Yard|COUN001240|C2039,,,,1,1550,400
York: Coffee Yard|COUN001240|C2066,,,,1,1550,400
York: Coffee Yard|COUN001240|C2079,,,,1,1550,400
York: Coffee Yard|COUN001240|C2080,,,,1,1550,400
York: Coffee Yard|COUN001240|C2090,,,,1,1550,400
York: Coffee Yard|COUN001240|C2091,,,,1,1550,400
York: Coffee Yard|COUN001240|C2102,,,,1,1550,400
York: Coffee Yard|COUN001240|C2107,,,,1,1550,400
York: Coffee Yard|COUN001240|C2108,,,,1,1550,400
York: Coffee Yard|COUN001240|C2110,,,,1,1550,400
York: Coffee Yard|COUN001240|C2126,,,,1,1550,400
York: Coffee Yard|COUN001240|C2127,,,,1,1550,400
York: Coffee Yard|COUN001240|C2128,,,,1,1550,400
York: Coffee Yard|COUN001240|C2143,,,,1,1550,400
York: Coffee Yard|COUN001240|C2179,,,,1,1550,400
York: Coffee Yard|COUN001240|C2180,,,,1,1550,400
York: Coffee Yard|COUN001240|C2206,,,,1,1550,400
York: Coffee Yard|COUN001240|C3028,,,,1,1550,400
York: Coffee Yard|COUN001240|C3030,,,,1,1550,400
York: Coffee Yard|COUN001240|C3041,,,,1,1550,400
York: Coffee Yard|COUN001240|C3049,,,,1,1550,400
York: Coffee Yard|COUN001240|C3051,,,,1,1550,400
York: Coffee Yard|COUN001240|C3079,,,,1,1550,400
York: Coffee Yard|COUN001240|C3080,,,,1,1550,400
York: Coffee Yard|COUN001240|C3081,,,,1,1550,400
York: Coffee Yard|COUN001240|C3092,,,,1,1550,400
York: Coffee Yard|COUN001240|C4001,,,,1,1550,400
York: Coffee Yard|COUN001240|C4002,,,,1,1550,400
York: Coffee Yard|COUN001240|C4006,,,,1,1550,400
York: Coffee Yard|COUN001240|C4007,,,,1,1550,400
York: Coffee Yard|COUN001240|C4008,,,,1,1550,400
York: Coffee Yard|COUN001240|C4021,,,,1,1550,400
York: Coffee Yard|COUN001240|C4026,,,,1,1550,400
York: Coffee Yard|COUN001240|C4037,,,,1,1550,400
York: Coffee Yard|COUN001240|C4051,,,,1,1550,400
York: Coffee Yard|COUN001240|C4071,,,,1,1550,400
York: Coffee Yard|COUN001240|C5034,,,,1,1550,400
York: Coffee Yard|COUN001240|C5036,,,,1,1550,400
York: Coffee Yard|COUN001240|C5037,,,,1,1550,400
York: Coffee Yard|COUN001240|C5040,,,,1,1550,400
York: Coney Street|COUN000676|C2105,,,,1,1907,1540
York: Coney Street|COUN000676|C2121,,,,1,1907,1540
York: Coney Street|COUN000676|C2122,,,,1,1907,1540
York: Coney Street|COUN000676|C2123,,,,1,1907,1540
York: Coney Street|COUN000676|C2124,,,,1,1907,1540
York: Coney Street|COUN000676|C2125,,,,1,1907,1540
York: Cumberland Street|COUN000891|BugsPresence,,,,1,1550,400
York: Davygate|COUN000952|BugsPresence,,,1,,950,751
York: Fishergate|COUN000371|S1,,,1,,1275,1085
York: General Accident|COUN000372|BugsPresence,,,1,,1850,1550
